site,date,bike,ped
5001_SB,2021-10-28,9,43,52
5001_SB,2021-10-27,0,6,6
5001_SB,2021-10-26,1,27,28
5001_SB,2021-10-25,7,38,45
5001_SB,2021-10-24,29,156,185
5001_SB,2021-10-23,22,115,137
5001_SB,2021-10-22,25,88,113
5001_SB,2021-10-21,21,131,152
5001_SB,2021-10-20,28,136,164
5001_SB,2021-10-19,11,102,113
5001_SB,2021-10-18,8,103,111
5001_SB,2021-10-17,19,126,145
5001_SB,2021-10-16,13,80,93
5001_SB,2021-10-15,27,133,160
5001_SB,2021-10-14,12,122,134
5001_SB,2021-10-13,10,122,132
5001_SB,2021-10-12,17,92,109
5001_SB,2021-10-11,40,190,230
5001_SB,2021-10-10,10,122,132
5001_SB,2021-10-09,16,97,113
5001_SB,2021-10-08,24,131,155
5001_SB,2021-10-07,23,160,183
5001_SB,2021-10-06,28,155,183
5001_SB,2021-10-05,13,47,60
5001_SB,2021-10-04,1,5,6
5001_SB,2021-10-03,24,193,217
5001_SB,2021-10-02,27,126,153
5001_SB,2021-10-01,12,83,95
5001_SB,2021-09-30,12,109,121
5001_SB,2021-09-29,25,168,193
5001_SB,2021-09-28,8,46,54
5001_SB,2021-09-27,23,126,149
5001_SB,2021-09-26,39,175,214
5001_SB,2021-09-25,21,87,108
5001_SB,2021-09-24,13,59,72
5001_SB,2021-09-23,13,137,150
5001_SB,2021-09-22,19,85,104
5001_SB,2021-09-21,16,112,128
5001_SB,2021-09-20,22,134,156
5001_SB,2021-09-19,48,197,245
5001_SB,2021-09-18,20,88,108
5001_SB,2021-09-17,8,49,57
5001_SB,2021-09-16,2,33,35
5001_SB,2021-09-15,18,102,120
5001_SB,2021-09-14,16,112,128
5001_SB,2021-09-13,29,120,149
5001_SB,2021-09-12,31,142,173
5001_SB,2021-09-11,38,169,207
5001_SB,2021-09-10,22,93,115
5001_SB,2021-09-09,1,21,22
5001_SB,2021-09-08,30,137,167
5001_SB,2021-09-07,18,156,174
5001_SB,2021-09-06,67,177,244
5001_SB,2021-09-05,15,104,119
5001_SB,2021-09-04,66,154,220
5001_SB,2021-09-03,20,130,150
5001_SB,2021-09-02,30,81,111
5001_SB,2021-09-01,5,59,64
5001_SB,2021-08-31,30,104,134
5001_SB,2021-08-30,28,151,179
5001_SB,2021-08-29,31,120,151
5001_SB,2021-08-28,62,189,251
5001_SB,2021-08-27,26,75,101
5001_SB,2021-08-26,18,92,110
5001_SB,2021-08-25,28,88,116
5001_SB,2021-08-24,51,134,185
5001_SB,2021-08-23,25,71,96
5001_SB,2021-08-22,5,28,33
5001_SB,2021-08-21,22,107,129
5001_SB,2021-08-20,32,91,123
5001_SB,2021-08-19,16,54,70
5001_SB,2021-08-18,50,134,184
5001_SB,2021-08-17,38,114,152
5001_SB,2021-08-16,38,118,156
5001_SB,2021-08-15,64,158,222
5001_SB,2021-08-14,21,81,102
5001_SB,2021-08-13,24,59,83
5001_SB,2021-08-12,24,81,105
5001_SB,2021-08-11,29,109,138
5001_SB,2021-08-10,29,108,137
5001_SB,2021-08-09,19,80,99
5001_SB,2021-08-08,46,159,205
5001_SB,2021-08-07,42,132,174
5001_SB,2021-08-06,18,101,119
5001_SB,2021-08-05,1,32,33
5001_SB,2021-08-04,14,87,101
5001_SB,2021-08-03,21,173,194
5001_SB,2021-08-02,31,136,167
5001_SB,2021-08-01,64,246,310
5001_SB,2021-07-31,52,229,281
5001_SB,2021-07-30,23,112,135
5001_SB,2021-07-29,41,140,181
5001_SB,2021-07-28,21,110,131
5001_SB,2021-07-27,35,126,161
5001_SB,2021-07-26,35,134,169
5001_SB,2021-07-25,10,59,69
5001_SB,2021-07-24,66,168,234
5001_SB,2021-07-23,42,106,148
5001_SB,2021-07-22,49,215,264
5001_SB,2021-07-21,38,130,168
5001_SB,2021-07-20,24,117,141
5001_SB,2021-07-19,9,66,75
5001_SB,2021-07-18,44,1,45
5001_SB,2021-07-17,29,107,136
5001_SB,2021-07-16,16,81,97
5001_SB,2021-07-15,30,125,155
5001_SB,2021-07-14,17,128,145
5001_SB,2021-07-13,27,140,167
5001_SB,2021-07-12,13,98,111
5001_SB,2021-07-11,49,146,195
5001_SB,2021-07-10,26,169,195
5001_SB,2021-07-09,17,53,70
5001_SB,2021-07-08,12,98,110
5001_SB,2021-07-07,25,122,147
5001_SB,2021-07-06,37,121,158
5001_SB,2021-07-05,30,243,273
5001_SB,2021-07-04,22,144,166
5001_SB,2021-07-03,8,43,51
5001_SB,2021-07-02,6,30,36
5001_SB,2021-07-01,17,93,110
5001_SB,2021-06-30,20,102,122
5001_SB,2021-06-29,11,99,110
5001_SB,2021-06-28,24,101,125
5001_SB,2021-06-27,55,173,228
5001_SB,2021-06-26,32,116,148
5001_SB,2021-06-25,16,93,109
5001_SB,2021-06-24,32,189,221
5001_SB,2021-06-23,31,218,249
5001_SB,2021-06-22,24,76,100
5001_SB,2021-06-21,22,118,140
5001_SB,2021-06-20,48,196,244
5001_SB,2021-06-19,27,129,156
5001_SB,2021-06-18,26,178,204
5001_SB,2021-06-17,36,250,286
5001_SB,2021-06-16,47,213,260
5001_SB,2021-06-15,20,154,174
5001_SB,2021-06-14,10,49,59
5001_SB,2021-06-13,80,266,346
5001_SB,2021-06-12,23,140,163
5001_SB,2021-06-11,8,195,203
5001_SB,2021-06-10,41,275,316
5001_SB,2021-06-09,14,109,123
5001_SB,2021-06-08,25,131,156
5001_SB,2021-06-07,35,174,209
5001_SB,2021-06-06,51,226,277
5001_SB,2021-06-05,45,186,231
5001_SB,2021-06-04,1,117,118
5001_SB,2021-06-03,2,59,61
5001_SB,2021-06-02,28,252,280
5001_SB,2021-06-01,36,133,169
5001_SB,2021-05-31,10,132,142
5001_SB,2021-05-30,0,22,22
5001_SB,2021-05-29,1,19,20
5001_SB,2021-05-28,21,131,152
5001_SB,2021-05-27,24,167,191
5001_SB,2021-05-26,22,225,247
5001_SB,2021-05-25,18,211,229
5001_SB,2021-05-24,14,201,215
5001_WB,2023-08-11,27,0,27
5001_WB,2023-08-10,16,0,16
5001_WB,2023-08-09,24,0,24
5001_WB,2023-08-08,13,0,13
5001_WB,2023-08-07,19,0,19
5001_WB,2023-08-06,51,0,51
5001_WB,2023-08-05,35,0,35
5001_WB,2023-08-04,25,0,25
5001_WB,2023-08-03,25,0,25
5001_WB,2023-08-02,37,0,37
5001_WB,2023-08-01,34,0,34
5001_WB,2023-07-31,25,0,25
5001_WB,2023-07-30,74,0,74
5001_WB,2023-07-29,18,0,18
5001_WB,2023-07-28,19,0,19
5001_WB,2023-07-27,10,0,10
5001_WB,2023-07-26,27,0,27
5001_WB,2023-07-25,40,0,40
5001_WB,2023-07-24,27,0,27
5001_WB,2023-07-23,36,0,36
5001_WB,2023-07-22,37,0,37
5001_WB,2023-07-21,22,0,22
5001_WB,2023-07-20,23,0,23
5001_WB,2023-07-19,26,0,26
5001_WB,2023-07-18,26,0,26
5001_WB,2023-07-17,24,0,24
5001_WB,2023-07-16,18,0,18
5001_WB,2023-07-15,34,0,34
5001_WB,2023-07-14,22,0,22
5001_WB,2023-07-13,18,0,18
5001_WB,2023-07-12,22,0,22
5001_WB,2023-07-11,27,0,27
5001_WB,2023-07-10,6,0,6
5001_WB,2023-07-09,33,0,33
5001_WB,2023-07-08,24,0,24
5001_WB,2023-07-07,25,0,25
5001_WB,2023-07-06,20,0,20
5001_WB,2023-07-05,49,0,49
5001_WB,2023-07-04,21,0,21
5001_WB,2023-07-03,36,0,36
5001_WB,2023-07-02,40,0,40
5001_WB,2023-07-01,28,0,28
5001_WB,2023-06-30,24,0,24
5001_WB,2023-06-29,30,0,30
5001_WB,2023-06-28,19,0,19
5001_WB,2023-06-27,11,0,11
5001_WB,2023-06-26,26,0,26
5001_WB,2023-06-25,52,0,52
5001_WB,2023-06-24,25,0,25
5001_WB,2023-06-23,37,0,37
5001_WB,2023-06-22,12,0,12
5001_WB,2023-06-21,25,0,25
5001_WB,2023-06-20,36,0,36
5001_WB,2023-06-19,46,0,46
5001_WB,2023-06-18,51,0,51
5001_WB,2023-06-17,4,0,4
5001_WB,2023-06-16,29,0,29
5001_WB,2023-06-15,20,0,20
5001_WB,2023-06-14,16,0,16
5001_WB,2023-06-13,24,0,24
5001_WB,2023-06-12,15,0,15
5001_WB,2023-06-11,44,0,44
5001_WB,2023-06-10,24,0,24
5001_WB,2023-06-09,14,0,14
5001_WB,2023-06-08,20,0,20
5001_WB,2023-06-07,19,0,19
5001_WB,2023-06-06,24,0,24
5001_WB,2023-06-05,6,0,6
5001_WB,2023-06-04,15,0,15
5001_WB,2023-06-03,1,0,1
5001_WB,2023-06-02,13,0,13
5001_WB,2023-06-01,19,0,19
5001_WB,2023-05-31,20,0,20
5001_WB,2023-05-30,25,0,25
5001_WB,2023-05-29,35,0,35
5001_WB,2023-05-28,31,0,31
5001_WB,2023-05-27,36,0,36
5001_WB,2023-05-26,22,0,22
5001_WB,2023-05-25,21,0,21
5001_WB,2023-05-24,16,0,16
5001_WB,2023-05-23,15,0,15
5001_WB,2023-05-22,21,0,21
5001_WB,2023-05-21,52,0,52
5001_WB,2023-05-20,6,0,6
5001_WB,2023-05-19,8,0,8
5001_WB,2023-05-18,6,0,6
5001_WB,2023-05-17,9,0,9
5001_WB,2023-05-16,14,0,14
5001_WB,2023-05-15,20,0,20
5001_WB,2023-05-14,31,0,31
5001_WB,2023-05-13,30,0,30
5001_WB,2023-05-12,26,0,26
5001_WB,2023-05-11,17,0,17
5001_WB,2023-05-10,19,0,19
5001_WB,2023-05-09,18,0,18
5001_WB,2023-05-08,14,0,14
5001_WB,2023-05-07,55,0,55
5001_WB,2023-05-06,20,0,20
5001_WB,2023-05-05,6,0,6
5001_WB,2023-05-04,7,0,7
5001_WB,2023-05-03,9,0,9
5001_WB,2023-05-02,8,0,8
5001_WB,2023-05-01,9,0,9
5001_WB,2023-04-30,1,0,1
5001_WB,2023-04-29,7,0,7
5001_WB,2023-04-28,7,0,7
5001_WB,2023-04-27,19,0,19
5001_WB,2023-04-26,12,0,12
5001_WB,2023-04-25,16,0,16
5001_WB,2023-04-24,12,0,12
5001_WB,2023-04-23,0,0,0
5001_WB,2023-04-22,12,0,12
5001_WB,2023-04-21,19,0,19
5001_WB,2023-04-20,11,0,11
5001_WB,2023-04-19,8,0,8
5001_WB,2023-04-18,4,0,4
5001_WB,2023-04-17,6,0,6
5001_WB,2023-04-16,23,0,23
5001_WB,2023-04-15,30,0,30
5001_WB,2023-04-14,19,0,19
5001_WB,2023-04-13,20,0,20
5001_WB,2023-04-12,8,0,8
5001_WB,2023-04-11,11,0,11
5001_WB,2023-04-10,4,0,4
5001_WB,2023-04-09,15,0,15
5001_WB,2023-04-08,6,0,6
5001_WB,2023-04-07,12,0,12
5001_WB,2023-04-06,4,0,4
5001_WB,2023-04-05,5,0,5
5001_WB,2023-04-04,15,0,15
5001_WB,2023-04-03,4,0,4
5001_WB,2023-04-02,11,0,11
5001_WB,2023-04-01,0,0,0
5001_WB,2023-03-31,1,0,1
5001_WB,2023-03-30,1,0,1
5001_WB,2023-03-29,3,0,3
5001_WB,2023-03-28,2,0,2
5001_WB,2023-03-27,11,0,11
5001_WB,2023-03-26,22,0,22
5001_WB,2023-03-25,2,0,2
5001_WB,2023-03-24,9,0,9
5001_WB,2023-03-23,2,0,2
5001_WB,2023-03-22,7,0,7
5001_WB,2023-03-21,3,0,3
5001_WB,2023-03-20,1,0,1
5001_WB,2023-03-19,10,0,10
5001_WB,2023-03-18,3,0,3
5001_WB,2023-03-17,1,0,1
5001_WB,2023-03-16,6,0,6
5001_WB,2023-03-15,1,0,1
5001_WB,2023-03-14,1,0,1
5001_WB,2023-03-13,1,0,1
5001_WB,2023-03-12,11,0,11
5001_WB,2023-03-11,2,0,2
5001_WB,2023-03-10,3,0,3
5001_WB,2023-03-09,7,0,7
5001_WB,2023-03-08,4,0,4
5001_WB,2023-03-07,3,0,3
5001_WB,2023-03-06,2,0,2
5001_WB,2023-03-05,10,0,10
5001_WB,2023-03-04,0,0,0
5001_WB,2023-03-03,3,0,3
5001_WB,2023-03-02,1,0,1
5001_WB,2023-03-01,1,0,1
5001_WB,2023-02-28,0,0,0
5001_WB,2023-02-27,1,0,1
5001_WB,2023-02-26,0,0,0
5001_WB,2023-02-25,1,0,1
5001_WB,2023-02-24,1,0,1
5001_WB,2023-02-23,0,0,0
5001_WB,2023-02-22,5,0,5
5001_WB,2023-02-21,0,0,0
5001_WB,2023-02-20,6,0,6
5001_WB,2023-02-19,10,0,10
5001_WB,2023-02-18,3,0,3
5001_WB,2023-02-17,0,0,0
5001_WB,2023-02-16,5,0,5
5001_WB,2023-02-15,2,0,2
5001_WB,2023-02-14,7,0,7
5001_WB,2023-02-13,0,0,0
5001_WB,2023-02-12,2,0,2
5001_WB,2023-02-11,2,0,2
5001_WB,2023-02-10,9,0,9
5001_WB,2023-02-09,1,0,1
5001_WB,2023-02-08,3,0,3
5001_WB,2023-02-07,4,0,4
5001_WB,2023-02-06,3,0,3
5001_WB,2023-02-05,2,0,2
5001_WB,2023-02-04,0,0,0
5001_WB,2023-02-03,0,0,0
5001_WB,2023-02-02,1,0,1
5001_WB,2023-02-01,3,0,3
5001_WB,2023-01-31,0,0,0
5001_WB,2023-01-30,3,0,3
5001_WB,2023-01-29,1,0,1
5001_WB,2023-01-28,10,0,10
5001_WB,2023-01-27,1,0,1
5001_WB,2023-01-26,0,0,0
5001_WB,2023-01-25,1,0,1
5001_WB,2023-01-24,0,0,0
5001_WB,2023-01-23,0,0,0
5001_WB,2023-01-22,4,0,4
5001_WB,2023-01-21,1,0,1
5001_WB,2023-01-20,1,0,1
5001_WB,2023-01-19,0,0,0
5001_WB,2023-01-18,3,0,3
5001_WB,2023-01-17,1,0,1
5001_WB,2023-01-16,0,0,0
5001_WB,2023-01-15,2,0,2
5001_WB,2023-01-14,2,0,2
5001_WB,2023-01-13,0,0,0
5001_WB,2023-01-12,0,0,0
5001_WB,2023-01-11,2,0,2
5001_WB,2023-01-10,1,0,1
5001_WB,2023-01-09,2,0,2
5001_WB,2023-01-08,0,0,0
5001_WB,2023-01-07,2,0,2
5001_WB,2023-01-06,2,0,2
5001_WB,2023-01-05,3,0,3
5001_WB,2023-01-04,1,0,1
5001_WB,2023-01-03,2,0,2
5001_WB,2023-01-02,2,0,2
5001_WB,2023-01-01,4,0,4
5001_WB,2022-12-31,2,0,2
5001_WB,2022-12-30,7,0,7
5001_WB,2022-12-29,3,0,3
5001_WB,2022-12-28,0,0,0
5001_WB,2022-12-27,1,0,1
5001_WB,2022-12-26,4,0,4
5001_WB,2022-12-25,0,0,0
5001_WB,2022-12-24,2,0,2
5001_WB,2022-12-23,2,0,2
5001_WB,2022-12-22,0,0,0
5001_WB,2022-12-21,2,0,2
5001_WB,2022-12-20,3,0,3
5001_WB,2022-12-19,1,0,1
5001_WB,2022-12-18,2,0,2
5001_WB,2022-12-17,1,0,1
5001_WB,2022-12-16,0,0,0
5001_WB,2022-12-15,0,0,0
5001_WB,2022-12-14,0,0,0
5001_WB,2022-12-13,3,0,3
5001_WB,2022-12-12,0,0,0
5001_WB,2022-12-11,4,0,4
5001_WB,2022-12-10,5,0,5
5001_WB,2022-12-09,2,0,2
5001_WB,2022-12-08,4,0,4
5001_WB,2022-12-07,2,0,2
5001_WB,2022-12-06,2,0,2
5001_WB,2022-12-05,1,0,1
5001_WB,2022-12-04,6,0,6
5001_WB,2022-12-03,6,0,6
5001_WB,2022-12-02,1,0,1
5001_WB,2022-12-01,1,0,1
5001_WB,2022-11-30,0,0,0
5001_WB,2022-11-29,2,0,2
5001_WB,2022-11-28,7,0,7
5001_WB,2022-11-27,8,0,8
5001_WB,2022-11-26,3,0,3
5001_WB,2022-11-25,4,0,4
5001_WB,2022-11-24,5,0,5
5001_WB,2022-11-23,3,0,3
5001_WB,2022-11-22,0,0,0
5001_WB,2022-11-21,0,0,0
5001_WB,2022-11-20,2,0,2
5001_WB,2022-11-19,1,0,1
5001_WB,2022-11-18,3,0,3
5001_WB,2022-11-17,1,0,1
5001_WB,2022-11-16,3,0,3
5001_WB,2022-11-15,1,0,1
5001_WB,2022-11-14,5,0,5
5001_WB,2022-11-13,2,0,2
5001_WB,2022-11-12,19,0,19
5001_WB,2022-11-11,10,0,10
5001_WB,2022-11-10,4,0,4
5001_WB,2022-11-09,3,0,3
5001_WB,2022-11-08,3,0,3
5001_WB,2022-11-07,14,0,14
5001_WB,2022-11-06,15,0,15
5001_WB,2022-11-05,13,0,13
5001_WB,2022-11-04,17,0,17
5001_WB,2022-11-03,13,0,13
5001_WB,2022-11-02,10,0,10
5001_WB,2022-11-01,2,0,2
5001_WB,2022-10-31,5,0,5
5001_WB,2022-10-30,7,0,7
5001_WB,2022-10-29,10,0,10
5001_WB,2022-10-28,3,0,3
5001_WB,2022-10-27,5,0,5
5001_WB,2022-10-12,3,0,3
5001_WB,2022-10-11,7,0,7
5001_WB,2022-10-10,5,0,5
5001_WB,2022-10-09,3,0,3
5001_WB,2022-10-08,8,0,8
5001_WB,2022-10-07,6,0,6
5001_WB,2022-10-06,4,0,4
5001_WB,2022-10-05,0,0,0
5001_WB,2022-10-04,0,0,0
5001_WB,2022-10-03,1,0,1
5001_WB,2022-10-02,1,0,1
5001_WB,2022-10-01,0,0,0
5001_WB,2022-09-30,4,0,4
5001_WB,2022-09-29,1,0,1
5001_WB,2022-09-28,6,0,6
5001_WB,2022-09-27,8,0,8
5001_WB,2022-09-26,1,0,1
5001_WB,2022-09-25,9,0,9
5001_WB,2022-09-24,8,0,8
5001_WB,2022-09-23,1,0,1
5001_WB,2022-09-22,2,0,2
5001_WB,2022-09-21,5,0,5
5001_WB,2022-09-20,6,0,6
5001_WB,2022-09-19,4,0,4
5001_WB,2022-09-17,12,0,12
5001_WB,2022-09-16,6,0,6
5001_WB,2022-09-15,6,0,6
5001_WB,2022-09-14,17,0,17
5001_WB,2022-09-11,16,0,16
5001_WB,2022-09-10,28,0,28
5001_WB,2022-09-09,15,0,15
5001_WB,2022-09-08,11,0,11
5001_WB,2022-09-07,3,0,3
5001_WB,2022-09-05,8,0,8
5001_WB,2022-09-04,36,0,36
5001_WB,2022-09-03,48,0,48
5001_WB,2022-09-02,21,0,21
5001_WB,2022-09-01,18,0,18
5001_WB,2022-08-31,8,0,8
5001_WB,2022-08-30,24,0,24
5001_WB,2022-08-29,14,0,14
5001_WB,2022-08-28,42,0,42
5001_WB,2022-08-27,35,0,35
5001_WB,2022-08-26,28,0,28
5001_WB,2022-08-25,33,0,33
5001_WB,2022-08-24,35,0,35
5001_WB,2022-08-23,10,0,10
5001_WB,2022-08-22,2,0,2
5001_WB,2022-08-21,42,0,42
5001_WB,2022-08-20,32,0,32
5001_WB,2022-08-19,28,0,28
5001_WB,2022-08-18,38,0,38
5001_WB,2022-08-17,27,0,27
5001_WB,2022-08-16,13,0,13
5001_WB,2022-08-15,22,0,22
5001_WB,2022-08-14,49,0,49
5001_WB,2022-08-13,63,0,63
5001_WB,2022-08-12,32,0,32
5001_WB,2022-08-11,25,0,25
5001_WB,2022-08-10,20,0,20
5001_WB,2022-08-09,6,0,6
5001_WB,2022-08-08,17,0,17
5001_WB,2022-08-07,25,0,25
5001_WB,2022-08-06,32,0,32
5001_WB,2022-08-05,23,0,23
5001_WB,2022-08-04,19,0,19
5001_WB,2022-08-03,20,0,20
5001_WB,2022-08-02,27,0,27
5001_WB,2022-08-01,16,0,16
5001_WB,2022-07-31,55,0,55
5001_WB,2022-07-30,51,0,51
5001_WB,2022-07-29,38,0,38
5001_WB,2022-07-28,15,0,15
5001_WB,2022-07-27,36,0,36
5001_WB,2022-07-26,40,0,40
5001_WB,2022-07-25,15,0,15
5001_WB,2022-07-24,41,0,41
5001_WB,2022-07-23,47,0,47
5001_WB,2022-07-22,27,0,27
5001_WB,2022-07-21,29,0,29
5001_WB,2022-07-20,42,0,42
5001_WB,2022-07-19,50,0,50
5001_WB,2022-07-18,26,0,26
5001_WB,2022-07-17,64,0,64
5001_WB,2022-07-16,62,0,62
5001_WB,2022-07-15,38,0,38
5001_WB,2022-07-14,58,0,58
5001_WB,2022-07-13,28,0,28
5001_WB,2022-07-12,56,0,56
5001_WB,2022-07-11,47,0,47
5001_WB,2022-07-10,65,0,65
5001_WB,2022-07-09,58,0,58
5001_WB,2022-07-08,42,0,42
5001_WB,2022-07-07,46,0,46
5001_WB,2022-07-06,66,0,66
5001_WB,2022-07-05,33,0,33
5001_WB,2022-07-04,54,0,54
5001_WB,2022-07-03,83,0,83
5001_WB,2022-07-02,36,0,36
5001_WB,2022-07-01,72,0,72
5001_WB,2022-06-30,64,0,64
5001_WB,2022-06-29,62,0,62
5001_WB,2022-06-28,46,0,46
5001_WB,2022-06-27,16,0,16
5001_WB,2022-06-26,50,0,50
5001_WB,2022-06-25,69,0,69
5001_WB,2022-06-24,48,0,48
5001_WB,2022-06-23,61,0,61
5001_WB,2022-06-22,49,0,49
5001_WB,2022-06-21,69,0,69
5001_WB,2022-06-20,84,0,84
5001_WB,2022-06-19,34,0,34
5001_WB,2022-06-18,72,0,72
5001_WB,2022-06-17,24,0,24
5001_WB,2022-06-16,31,0,31
5001_WB,2022-06-15,52,0,52
5001_WB,2022-06-14,55,0,55
5001_WB,2022-06-13,92,0,92
5001_WB,2022-06-12,58,0,58
5001_WB,2022-06-11,47,0,47
5001_WB,2022-06-10,45,0,45
5001_WB,2022-06-09,34,0,34
5001_WB,2022-06-08,43,0,43
5001_WB,2022-06-07,46,0,46
5001_WB,2022-06-06,56,0,56
5001_WB,2022-06-05,105,0,105
5001_WB,2022-06-04,77,0,77
5001_WB,2022-06-03,36,0,36
5001_WB,2022-06-02,30,0,30
5001_WB,2022-06-01,16,0,16
5001_WB,2022-05-31,49,0,49
5001_WB,2022-05-30,60,0,60
5001_WB,2022-05-29,78,0,78
5001_WB,2022-05-28,25,0,25
5001_WB,2022-05-27,12,0,12
5001_WB,2022-05-26,24,0,24
5001_WB,2022-05-25,29,0,29
5001_WB,2022-05-24,29,0,29
5001_WB,2022-05-23,45,0,45
5001_WB,2022-05-22,71,0,71
5001_WB,2022-05-21,51,0,51
5001_WB,2022-05-20,34,0,34
5001_WB,2022-05-19,10,0,10
5001_WB,2022-05-18,51,0,51
5001_WB,2022-05-17,20,0,20
5001_WB,2022-05-16,27,0,27
5001_WB,2022-05-15,81,0,81
5001_WB,2022-05-14,65,0,65
5001_WB,2022-05-13,48,0,48
5001_WB,2022-05-12,41,0,41
5001_WB,2022-05-11,17,0,17
5001_WB,2022-05-10,16,0,16
5001_WB,2022-05-09,14,0,14
5001_WB,2022-05-08,17,0,17
5001_WB,2022-05-07,6,0,6
5001_WB,2022-05-06,17,0,17
5001_WB,2022-05-05,49,0,49
5001_WB,2022-05-04,11,0,11
5001_WB,2022-05-03,22,0,22
5001_WB,2022-05-02,9,0,9
5001_WB,2022-05-01,66,0,66
5001_WB,2022-04-30,27,0,27
5001_WB,2022-04-29,18,0,18
5001_WB,2022-04-28,8,0,8
5001_WB,2022-04-27,20,0,20
5001_WB,2022-04-26,10,0,10
5001_WB,2022-04-25,27,0,27
5001_WB,2022-04-24,23,0,23
5001_WB,2022-04-23,71,0,71
5001_WB,2022-04-22,47,0,47
5001_WB,2022-04-21,20,0,20
5001_WB,2022-04-20,25,0,25
5001_WB,2022-04-19,12,0,12
5001_WB,2022-04-18,23,0,23
5001_WB,2022-04-17,23,0,23
5001_WB,2022-04-16,26,0,26
5001_WB,2022-04-15,44,0,44
5001_WB,2022-04-14,28,0,28
5001_WB,2022-04-13,37,0,37
5001_WB,2022-04-12,14,0,14
5001_WB,2022-04-11,22,0,22
5001_WB,2022-04-10,42,0,42
5001_WB,2022-04-09,19,0,19
5001_WB,2022-04-08,24,0,24
5001_WB,2022-04-07,7,0,7
5001_WB,2022-04-06,2,0,2
5001_WB,2022-04-05,28,0,28
5001_WB,2022-04-04,28,0,28
5001_WB,2022-04-03,11,0,11
5001_WB,2022-04-02,31,0,31
5001_WB,2022-04-01,7,0,7
5001_WB,2022-03-31,6,0,6
5001_WB,2022-03-30,10,0,10
5001_WB,2022-03-29,7,0,7
5001_WB,2022-03-28,3,0,3
5001_WB,2022-03-27,19,0,19
5001_WB,2022-03-26,26,0,26
5001_WB,2022-03-25,17,0,17
5001_WB,2022-03-24,3,0,3
5001_WB,2022-03-23,10,0,10
5001_WB,2022-03-22,19,0,19
5001_WB,2022-03-21,18,0,18
5001_WB,2022-03-20,48,0,48
5001_WB,2022-03-19,2,0,2
5001_WB,2022-03-18,48,0,48
5001_WB,2022-03-17,2,0,2
5001_WB,2022-03-16,15,0,15
5001_WB,2022-03-15,24,0,24
5001_WB,2022-03-14,26,0,26
5001_WB,2022-03-13,4,0,4
5001_WB,2022-03-12,1,0,1
5001_WB,2022-03-11,16,0,16
5001_WB,2022-03-10,4,0,4
5001_WB,2022-03-09,3,0,3
5001_WB,2022-03-08,11,0,11
5001_WB,2022-03-07,17,0,17
5001_WB,2022-03-06,11,0,11
5001_WB,2022-03-05,13,0,13
5001_WB,2022-03-04,3,0,3
5001_WB,2022-03-03,2,0,2
5001_WB,2022-03-02,6,0,6
5001_WB,2022-03-01,4,0,4
5001_WB,2022-02-25,2,0,2
5001_WB,2022-02-24,2,0,2
5001_WB,2022-02-23,19,0,19
5001_WB,2022-02-22,2,0,2
5001_WB,2022-02-21,15,0,15
5001_WB,2022-02-20,3,0,3
5001_WB,2022-02-19,5,0,5
5001_WB,2022-02-18,5,0,5
5001_WB,2022-02-17,4,0,4
5001_WB,2022-02-16,2,0,2
5001_WB,2022-02-12,33,0,33
5001_WB,2022-02-11,8,0,8
5001_WB,2022-02-10,4,0,4
5001_WB,2022-02-09,4,0,4
5001_WB,2022-02-08,3,0,3
5001_WB,2022-02-05,1,0,1
5001_WB,2022-02-04,1,0,1
5001_WB,2022-02-03,1,0,1
5001_WB,2022-02-01,1,0,1
5001_WB,2022-01-31,1,0,1
5001_WB,2022-01-30,2,0,2
5001_WB,2022-01-29,5,0,5
5001_WB,2022-01-28,2,0,2
5001_WB,2022-01-27,1,0,1
5001_WB,2022-01-26,1,0,1
5001_WB,2022-01-25,3,0,3
5001_WB,2022-01-24,0,0,0
5001_WB,2022-01-23,3,0,3
5001_WB,2022-01-22,3,0,3
5001_WB,2022-01-21,1,0,1
5001_WB,2022-01-20,0,0,0
5001_WB,2022-01-19,0,0,0
5001_WB,2022-01-18,1,0,1
5001_WB,2022-01-17,0,0,0
5001_WB,2022-01-16,0,0,0
5001_WB,2022-01-15,3,0,3
5001_WB,2022-01-14,1,0,1
5001_WB,2022-01-13,4,0,4
5001_WB,2022-01-12,6,0,6
5001_WB,2022-01-11,1,0,1
5001_WB,2022-01-10,2,0,2
5001_WB,2022-01-09,1,0,1
5001_WB,2022-01-08,2,0,2
5001_WB,2022-01-07,2,0,2
5001_WB,2022-01-06,5,0,5
5001_WB,2022-01-05,1,0,1
5001_WB,2022-01-04,2,0,2
5001_WB,2022-01-03,2,0,2
5001_WB,2022-01-02,3,0,3
5001_WB,2022-01-01,6,0,6
5001_WB,2021-12-31,8,0,8
5001_WB,2021-12-30,1,0,1
5001_WB,2021-12-29,2,0,2
5001_WB,2021-12-28,5,0,5
5001_WB,2021-12-27,0,0,0
5001_WB,2021-12-26,2,0,2
5001_WB,2021-12-25,0,0,0
5001_WB,2021-12-24,2,0,2
5001_WB,2021-12-23,6,0,6
5001_WB,2021-12-22,5,0,5
5001_WB,2021-12-21,2,0,2
5001_WB,2021-12-20,1,0,1
5001_WB,2021-12-19,2,0,2
5001_WB,2021-12-18,1,0,1
5001_WB,2021-12-17,11,0,11
5001_WB,2021-12-16,8,0,8
5001_WB,2021-12-15,7,0,7
